ID	NumUnique	PopUniq	Nom_Pop	Year	Origine	Sex	Assigned
14136	150	2	Puyjalon	2016	Smolt	M	non
14138	151	2	Puyjalon	2016	Smolt	F	non
14140	152	2	Puyjalon	2016	Smolt	F	non
14141	153	2	Puyjalon	2016	Smolt	F	non
14144	154	1	Romaine	2016	Smolt	F	non
14157	155	2	Puyjalon	2016	Smolt	F	non
14158	156	2	Puyjalon	2016	Smolt	M	non
14163	157	2	Puyjalon	2016	Smolt	M	non
15039	158	1	Romaine	2016	Smolt	M	non
13003	159	1	Romaine	2017	Smolt	F	non
13006	160	1	Romaine	2017	Smolt	F	non
13007	161	2	Puyjalon	2017	Smolt	F	non
13011	162	1	Romaine	2017	Smolt	M	non
13016	163	1	Romaine	2017	Smolt	F	non
13019	164	1	Romaine	2017	Smolt	M	non
13026	165	1	Romaine	2017	Smolt	M	non
13029	166	1	Romaine	2017	Smolt	M	non
13030	167	1	Romaine	2017	Smolt	M	non
13035	168	1	Romaine	2017	Smolt	F	non
13036	169	1	Romaine	2017	Smolt	M	non
13040	170	2	Puyjalon	2017	Smolt	F	non
13043	171	1	Romaine	2017	Smolt	F	non
13045	172	1	Romaine	2017	Smolt	M	non
13047	173	1	Romaine	2017	Smolt	F	non
13053	174	1	Romaine	2017	Smolt	M	non
13054	175	1	Romaine	2017	Smolt	F	non
13056	176	1	Romaine	2017	Smolt	F	non
13059	177	1	Romaine	2017	Smolt	F	non
13062	178	1	Romaine	2017	Smolt	F	non
13065	179	1	Romaine	2017	Smolt	F	non
13069	180	2	Puyjalon	2017	Smolt	M	non
13071	181	1	Romaine	2017	Smolt	F	non
13075	182	2	Puyjalon	2017	Smolt	M	non
13081	183	1	Romaine	2017	Smolt	F	non
13083	184	2	Puyjalon	2017	Smolt	M	non
13088	185	1	Romaine	2017	Smolt	F	non
13089	186	1	Romaine	2017	Smolt	M	non
13091	187	1	Romaine	2017	Smolt	F	non
13092	188	1	Romaine	2017	Smolt	F	non
13093	189	1	Romaine	2017	Smolt	F	non
13094	190	1	Romaine	2017	Smolt	F	non
13096	191	2	Puyjalon	2017	Smolt	F	non
13099	192	1	Romaine	2017	Smolt	F	non
13103	193	1	Romaine	2017	Smolt	M	non
13105	194	2	Puyjalon	2017	Smolt	M	non
13111	195	1	Romaine	2017	Smolt	M	non
13112	196	1	Romaine	2017	Smolt	M	non
13113	197	2	Puyjalon	2017	Smolt	M	non
13116	198	1	Romaine	2017	Smolt	F	non
13125	199	1	Romaine	2017	Smolt	F	non
13126	200	1	Romaine	2017	Smolt	M	non
13131	201	1	Romaine	2017	Smolt	M	non
13138	202	1	Romaine	2017	Smolt	F	non
13143	203	1	Romaine	2017	Smolt	F	non
13146	204	2	Puyjalon	2017	Smolt	F	non
13149	205	1	Romaine	2017	Smolt	M	non
13150	206	2	Puyjalon	2017	Smolt	M	non
13151	207	1	Romaine	2017	Smolt	F	non
13152	208	2	Puyjalon	2017	Smolt	F	non
13154	209	1	Romaine	2017	Smolt	M	non
13156	210	1	Romaine	2017	Smolt	M	non
13159	211	2	Puyjalon	2017	Smolt	M	non
13161	212	1	Romaine	2017	Smolt	M	non
13163	213	1	Romaine	2017	Smolt	F	non
13164	214	1	Romaine	2017	Smolt	F	non
13166	215	2	Puyjalon	2017	Smolt	F	non
13167	216	1	Romaine	2017	Smolt	F	non
13168	217	1	Romaine	2017	Smolt	F	non
13170	218	2	Puyjalon	2017	Smolt	F	non
13171	219	1	Romaine	2017	Smolt	F	non
13174	220	2	Puyjalon	2017	Smolt	F	non
13179	221	2	Puyjalon	2017	Smolt	M	non
13180	222	1	Romaine	2017	Smolt	F	non
13185	223	2	Puyjalon	2017	Smolt	F	non
13186	224	2	Puyjalon	2017	Smolt	F	non
13187	225	2	Puyjalon	2017	Smolt	M	non
13188	226	2	Puyjalon	2017	Smolt	F	non
13191	227	2	Puyjalon	2017	Smolt	F	non
13192	228	1	Romaine	2017	Smolt	F	non
13195	229	2	Puyjalon	2017	Smolt	F	non
14001	230	2	Puyjalon	2017	Smolt	F	non
14004	231	2	Puyjalon	2017	Smolt	F	non
14006	232	1	Romaine	2017	Smolt	M	non
14011	233	1	Romaine	2017	Smolt	M	non
14012	234	2	Puyjalon	2017	Smolt	F	non
14013	235	1	Romaine	2017	Smolt	F	non
14015	236	2	Puyjalon	2017	Smolt	F	non
14016	237	2	Puyjalon	2017	Smolt	M	non
14019	238	2	Puyjalon	2017	Smolt	F	non
14022	239	1	Romaine	2017	Smolt	F	non
14025	240	1	Romaine	2017	Smolt	F	non
14032	241	1	Romaine	2017	Smolt	F	non
14034	242	1	Romaine	2017	Smolt	M	non
14036	243	1	Romaine	2017	Smolt	F	non
14043	244	1	Romaine	2017	Smolt	F	non
14045	245	2	Puyjalon	2017	Smolt	M	non
14048	246	2	Puyjalon	2017	Smolt	F	non
14050	247	2	Puyjalon	2017	Smolt	F	non
14051	248	2	Puyjalon	2017	Smolt	F	non
14052	249	2	Puyjalon	2017	Smolt	F	non
14053	250	2	Puyjalon	2017	Smolt	M	non
14062	251	1	Romaine	2017	Smolt	F	non
14063	252	2	Puyjalon	2017	Smolt	F	non
14064	253	2	Puyjalon	2017	Smolt	M	non
14067	254	1	Romaine	2017	Smolt	F	non
14074	255	1	Romaine	2017	Smolt	F	non
14075	256	1	Romaine	2017	Smolt	M	non
14076	257	1	Romaine	2017	Smolt	F	non
14077	258	1	Romaine	2017	Smolt	M	non
14079	259	2	Puyjalon	2017	Smolt	F	non
14080	260	1	Romaine	2017	Smolt	F	non
14085	261	2	Puyjalon	2017	Smolt	F	non
14086	262	1	Romaine	2017	Smolt	M	non
14092	263	2	Puyjalon	2017	Smolt	F	non
14095	264	2	Puyjalon	2017	Smolt	F	non
14096	265	1	Romaine	2017	Smolt	F	non
14098	266	1	Romaine	2017	Smolt	M	non
14099	267	1	Romaine	2017	Smolt	M	non
14102	268	2	Puyjalon	2017	Smolt	M	non
14103	269	2	Puyjalon	2017	Smolt	F	non
14104	270	2	Puyjalon	2017	Smolt	F	non
14108	271	2	Puyjalon	2017	Smolt	F	non
14109	272	2	Puyjalon	2017	Smolt	F	non
14110	273	1	Romaine	2017	Smolt	M	non
14111	274	1	Romaine	2017	Smolt	M	non
14113	275	2	Puyjalon	2017	Smolt	F	non
14115	276	1	Romaine	2017	Smolt	F	non
14116	277	2	Puyjalon	2017	Smolt	F	non
14117	278	2	Puyjalon	2017	Smolt	F	non
14122	279	1	Romaine	2017	Smolt	F	non
14123	280	2	Puyjalon	2017	Smolt	M	non
14125	281	1	Romaine	2017	Smolt	F	non
14127	282	2	Puyjalon	2017	Smolt	F	non
14129	283	2	Puyjalon	2017	Smolt	M	non
14132	284	2	Puyjalon	2017	Smolt	M	non
14133	285	1	Romaine	2017	Smolt	F	non
14134	286	1	Romaine	2017	Smolt	M	non
14140	287	2	Puyjalon	2017	Smolt	F	non
14141	288	2	Puyjalon	2017	Smolt	F	non
14147	289	1	Romaine	2017	Smolt	M	non
14149	290	2	Puyjalon	2017	Smolt	F	non
14153	291	2	Puyjalon	2017	Smolt	F	non
14154	292	2	Puyjalon	2017	Smolt	F	non
14157	293	2	Puyjalon	2017	Smolt	F	non
14161	294	1	Romaine	2017	Smolt	M	non
14165	295	2	Puyjalon	2017	Smolt	M	non
14166	296	2	Puyjalon	2017	Smolt	F	non
14167	297	2	Puyjalon	2017	Smolt	M	non
15021	298	1	Romaine	2017	Smolt	F	non
15026	299	2	Puyjalon	2017	Smolt	F	non
15028	300	1	Romaine	2017	Smolt	F	non
15032	301	1	Romaine	2017	Smolt	F	non
15033	302	1	Romaine	2017	Smolt	F	non
15034	303	2	Puyjalon	2017	Smolt	F	non
15035	304	1	Romaine	2017	Smolt	M	non
13011	305	1	Romaine	2018	Smolt	M	non
13013	306	1	Romaine	2018	Smolt	M	non
13016	307	1	Romaine	2018	Smolt	F	non
13029	308	1	Romaine	2018	Smolt	M	non
13036	309	1	Romaine	2018	Smolt	M	non
13041	310	2	Puyjalon	2018	Smolt	M	non
13043	311	1	Romaine	2018	Smolt	F	non
13047	312	1	Romaine	2018	Smolt	F	non
13052	313	2	Puyjalon	2018	Smolt	M	non
13054	314	1	Romaine	2018	Smolt	F	non
13059	315	1	Romaine	2018	Smolt	F	non
13064	316	2	Puyjalon	2018	Smolt	M	non
13065	317	1	Romaine	2018	Smolt	F	non
13066	318	1	Romaine	2018	Smolt	M	non
13069	319	2	Puyjalon	2018	Smolt	M	non
13070	320	1	Romaine	2018	Smolt	M	non
13076	321	1	Romaine	2018	Smolt	F	non
13086	322	2	Puyjalon	2018	Smolt	M	non
13088	323	1	Romaine	2018	Smolt	F	non
13091	324	1	Romaine	2018	Smolt	F	non
13093	325	1	Romaine	2018	Smolt	F	non
13094	326	1	Romaine	2018	Smolt	F	non
13098	327	2	Puyjalon	2018	Smolt	M	non
13103	328	1	Romaine	2018	Smolt	M	non
13105	329	2	Puyjalon	2018	Smolt	M	non
13112	330	1	Romaine	2018	Smolt	M	non
13113	331	2	Puyjalon	2018	Smolt	M	non
13118	332	1	Romaine	2018	Smolt	M	non
13119	333	1	Romaine	2018	Smolt	M	non
13121	334	2	Puyjalon	2018	Smolt	M	non
13123	335	2	Puyjalon	2018	Smolt	M	non
13130	336	2	Puyjalon	2018	Smolt	M	non
13154	337	1	Romaine	2018	Smolt	M	non
13156	338	1	Romaine	2018	Smolt	M	non
13159	339	2	Puyjalon	2018	Smolt	M	non
13161	340	1	Romaine	2018	Smolt	M	non
13162	341	2	Puyjalon	2018	Smolt	M	non
13163	342	1	Romaine	2018	Smolt	F	non
13164	343	1	Romaine	2018	Smolt	F	non
13167	344	1	Romaine	2018	Smolt	F	non
13168	345	1	Romaine	2018	Smolt	F	non
13187	346	2	Puyjalon	2018	Smolt	M	non
13192	347	1	Romaine	2018	Smolt	F	non
13193	348	2	Puyjalon	2018	Smolt	M	non
13196	349	2	Puyjalon	2018	Smolt	M	non
14001	350	2	Puyjalon	2018	Smolt	F	non
14002	351	2	Puyjalon	2018	Smolt	F	non
14004	352	2	Puyjalon	2018	Smolt	F	non
14005	353	2	Puyjalon	2018	Smolt	M	non
14009	354	2	Puyjalon	2018	Smolt	M	non
14011	355	1	Romaine	2018	Smolt	M	non
14015	356	2	Puyjalon	2018	Smolt	F	non
14020	357	1	Romaine	2018	Smolt	M	non
14021	358	2	Puyjalon	2018	Smolt	F	non
14022	359	1	Romaine	2018	Smolt	F	non
14026	360	2	Puyjalon	2018	Smolt	F	non
14029	361	2	Puyjalon	2018	Smolt	F	non
14032	362	1	Romaine	2018	Smolt	F	non
14034	363	1	Romaine	2018	Smolt	M	non
14035	364	1	Romaine	2018	Smolt	M	non
14036	365	1	Romaine	2018	Smolt	F	non
14043	366	1	Romaine	2018	Smolt	F	non
14047	367	2	Puyjalon	2018	Smolt	F	non
14049	368	2	Puyjalon	2018	Smolt	F	non
14050	369	2	Puyjalon	2018	Smolt	F	non
14051	370	2	Puyjalon	2018	Smolt	F	non
14052	371	2	Puyjalon	2018	Smolt	F	non
14054	372	1	Romaine	2018	Smolt	F	non
14062	373	1	Romaine	2018	Smolt	F	non
14063	374	2	Puyjalon	2018	Smolt	F	non
14065	375	2	Puyjalon	2018	Smolt	F	non
14066	376	1	Romaine	2018	Smolt	M	non
14067	377	1	Romaine	2018	Smolt	F	non
14074	378	1	Romaine	2018	Smolt	F	non
14075	379	1	Romaine	2018	Smolt	M	non
14076	380	1	Romaine	2018	Smolt	F	non
14077	381	1	Romaine	2018	Smolt	M	non
14078	382	2	Puyjalon	2018	Smolt	F	non
14079	383	2	Puyjalon	2018	Smolt	F	non
14080	384	1	Romaine	2018	Smolt	F	non
14083	385	2	Puyjalon	2018	Smolt	M	non
14086	386	1	Romaine	2018	Smolt	M	non
14087	387	2	Puyjalon	2018	Smolt	M	non
14088	388	1	Romaine	2018	Smolt	M	non
14091	389	2	Puyjalon	2018	Smolt	M	non
14092	390	2	Puyjalon	2018	Smolt	F	non
14094	391	2	Puyjalon	2018	Smolt	F	non
14096	392	1	Romaine	2018	Smolt	F	non
14098	393	1	Romaine	2018	Smolt	M	non
14101	394	2	Puyjalon	2018	Smolt	M	non
14102	395	2	Puyjalon	2018	Smolt	M	non
14104	396	2	Puyjalon	2018	Smolt	F	non
14106	397	2	Puyjalon	2018	Smolt	F	non
14110	398	1	Romaine	2018	Smolt	M	non
14111	399	1	Romaine	2018	Smolt	M	non
14114	400	2	Puyjalon	2018	Smolt	F	non
14122	401	1	Romaine	2018	Smolt	F	non
14128	402	1	Romaine	2018	Smolt	M	non
14131	403	2	Puyjalon	2018	Smolt	M	non
14133	404	1	Romaine	2018	Smolt	F	non
14134	405	1	Romaine	2018	Smolt	M	non
14136	406	2	Puyjalon	2018	Smolt	M	non
14138	407	2	Puyjalon	2018	Smolt	F	non
14139	408	2	Puyjalon	2018	Smolt	F	non
14142	409	2	Puyjalon	2018	Smolt	F	non
14147	410	1	Romaine	2018	Smolt	M	non
14148	411	1	Romaine	2018	Smolt	M	non
14150	412	2	Puyjalon	2018	Smolt	F	non
14151	413	2	Puyjalon	2018	Smolt	M	non
14154	414	2	Puyjalon	2018	Smolt	F	non
14156	415	2	Puyjalon	2018	Smolt	M	non
14158	416	2	Puyjalon	2018	Smolt	M	non
14161	417	1	Romaine	2018	Smolt	M	non
14163	418	2	Puyjalon	2018	Smolt	M	non
14166	419	2	Puyjalon	2018	Smolt	F	non
15022	420	2	Puyjalon	2018	Smolt	F	non
15023	421	2	Puyjalon	2018	Smolt	F	non
15026	422	2	Puyjalon	2018	Smolt	F	non
15028	423	1	Romaine	2018	Smolt	F	non
15032	424	1	Romaine	2018	Smolt	F	non
15038	425	2	Puyjalon	2018	Smolt	M	non
15039	426	1	Romaine	2018	Smolt	M	non
13006	427	1	Romaine	2019	Smolt	F	non
13013	428	1	Romaine	2019	Smolt	M	non
13019	429	1	Romaine	2019	Smolt	M	non
13024	430	2	Puyjalon	2019	Smolt	M	non
13026	431	1	Romaine	2019	Smolt	M	non
13029	432	1	Romaine	2019	Smolt	M	non
13030	433	1	Romaine	2019	Smolt	M	non
13031	434	2	Puyjalon	2019	Smolt	M	non
13035	435	1	Romaine	2019	Smolt	F	non
13036	436	1	Romaine	2019	Smolt	M	non
13045	437	1	Romaine	2019	Smolt	M	non
13053	438	1	Romaine	2019	Smolt	M	non
13054	439	1	Romaine	2019	Smolt	F	non
13056	440	1	Romaine	2019	Smolt	F	non
13059	441	1	Romaine	2019	Smolt	F	non
13065	442	1	Romaine	2019	Smolt	F	non
13066	443	1	Romaine	2019	Smolt	M	non
13070	444	1	Romaine	2019	Smolt	M	non
13080	445	1	Romaine	2019	Smolt	M	non
13081	446	1	Romaine	2019	Smolt	F	non
13083	447	2	Puyjalon	2019	Smolt	M	non
13089	448	1	Romaine	2019	Smolt	M	non
13091	449	1	Romaine	2019	Smolt	F	non
13092	450	1	Romaine	2019	Smolt	F	non
13093	451	1	Romaine	2019	Smolt	F	non
13094	452	1	Romaine	2019	Smolt	F	non
13099	453	1	Romaine	2019	Smolt	F	non
13103	454	1	Romaine	2019	Smolt	M	non
13105	455	2	Puyjalon	2019	Smolt	M	non
13108	456	2	Puyjalon	2019	Smolt	M	non
13110	457	2	Puyjalon	2019	Smolt	M	non
13111	458	1	Romaine	2019	Smolt	M	non
13123	459	2	Puyjalon	2019	Smolt	M	non
13125	460	1	Romaine	2019	Smolt	F	non
13126	461	1	Romaine	2019	Smolt	M	non
13143	462	1	Romaine	2019	Smolt	F	non
13151	463	1	Romaine	2019	Smolt	F	non
13156	464	1	Romaine	2019	Smolt	M	non
13161	465	1	Romaine	2019	Smolt	M	non
13163	466	1	Romaine	2019	Smolt	F	non
13164	467	1	Romaine	2019	Smolt	F	non
13167	468	1	Romaine	2019	Smolt	F	non
13168	469	1	Romaine	2019	Smolt	F	non
13171	470	1	Romaine	2019	Smolt	F	non
13179	471	2	Puyjalon	2019	Smolt	M	non
13180	472	1	Romaine	2019	Smolt	F	non
13181	473	1	Romaine	2019	Smolt	M	non
13192	474	1	Romaine	2019	Smolt	F	non
14002	475	2	Puyjalon	2019	Smolt	F	non
14004	476	2	Puyjalon	2019	Smolt	F	non
14009	477	2	Puyjalon	2019	Smolt	M	non
14011	478	1	Romaine	2019	Smolt	M	non
14012	479	2	Puyjalon	2019	Smolt	F	non
14013	480	1	Romaine	2019	Smolt	F	non
14015	481	2	Puyjalon	2019	Smolt	F	non
14016	482	2	Puyjalon	2019	Smolt	M	non
14019	483	2	Puyjalon	2019	Smolt	F	non
14021	484	2	Puyjalon	2019	Smolt	F	non
14022	485	1	Romaine	2019	Smolt	F	non
14030	486	2	Puyjalon	2019	Smolt	M	non
14032	487	1	Romaine	2019	Smolt	F	non
14033	488	2	Puyjalon	2019	Smolt	M	non
14034	489	1	Romaine	2019	Smolt	M	non
14036	490	1	Romaine	2019	Smolt	F	non
14043	491	1	Romaine	2019	Smolt	F	non
14045	492	2	Puyjalon	2019	Smolt	M	non
14050	493	2	Puyjalon	2019	Smolt	F	non
14051	494	2	Puyjalon	2019	Smolt	F	non
14052	495	2	Puyjalon	2019	Smolt	F	non
14053	496	2	Puyjalon	2019	Smolt	M	non
14054	497	1	Romaine	2019	Smolt	F	non
14059	498	1	Romaine	2019	Smolt	M	non
14062	499	1	Romaine	2019	Smolt	F	non
14063	500	2	Puyjalon	2019	Smolt	F	non
14064	501	2	Puyjalon	2019	Smolt	M	non
14066	502	1	Romaine	2019	Smolt	M	non
14067	503	1	Romaine	2019	Smolt	F	non
14074	504	1	Romaine	2019	Smolt	F	non
14076	505	1	Romaine	2019	Smolt	F	non
14077	506	1	Romaine	2019	Smolt	M	non
14078	507	2	Puyjalon	2019	Smolt	F	non
14079	508	2	Puyjalon	2019	Smolt	F	non
14088	509	1	Romaine	2019	Smolt	M	non
14092	510	2	Puyjalon	2019	Smolt	F	non
14095	511	2	Puyjalon	2019	Smolt	F	non
14096	512	1	Romaine	2019	Smolt	F	non
14098	513	1	Romaine	2019	Smolt	M	non
14099	514	1	Romaine	2019	Smolt	M	non
14103	515	2	Puyjalon	2019	Smolt	F	non
14104	516	2	Puyjalon	2019	Smolt	F	non
14108	517	2	Puyjalon	2019	Smolt	F	non
14110	518	1	Romaine	2019	Smolt	M	non
14111	519	1	Romaine	2019	Smolt	M	non
14114	520	2	Puyjalon	2019	Smolt	F	non
14115	521	1	Romaine	2019	Smolt	F	non
14118	522	1	Romaine	2019	Smolt	F	non
14122	523	1	Romaine	2019	Smolt	F	non
14123	524	2	Puyjalon	2019	Smolt	M	non
14127	525	2	Puyjalon	2019	Smolt	F	non
14128	526	1	Romaine	2019	Smolt	M	non
14133	527	1	Romaine	2019	Smolt	F	non
14139	528	2	Puyjalon	2019	Smolt	F	non
14140	529	2	Puyjalon	2019	Smolt	F	non
14141	530	2	Puyjalon	2019	Smolt	F	non
14147	531	1	Romaine	2019	Smolt	M	non
14148	532	1	Romaine	2019	Smolt	M	non
14150	533	2	Puyjalon	2019	Smolt	F	non
14153	534	2	Puyjalon	2019	Smolt	F	non
14154	535	2	Puyjalon	2019	Smolt	F	non
14156	536	2	Puyjalon	2019	Smolt	M	non
14167	537	2	Puyjalon	2019	Smolt	M	non
15023	538	2	Puyjalon	2019	Smolt	F	non
15026	539	2	Puyjalon	2019	Smolt	F	non
15028	540	1	Romaine	2019	Smolt	F	non
15032	541	1	Romaine	2019	Smolt	F	non
15033	542	1	Romaine	2019	Smolt	F	non
15034	543	2	Puyjalon	2019	Smolt	F	non
15035	544	1	Romaine	2019	Smolt	M	non
15038	545	2	Puyjalon	2019	Smolt	M	non
15039	546	1	Romaine	2019	Smolt	M	non
17205	547	2	Puyjalon	2019	Smolt	F	non
17207	548	2	Puyjalon	2019	Smolt	F	non
13075	549	2	Puyjalon	2020	Smolt	M	non
13076	550	1	Romaine	2020	Smolt	F	non
13077	551	2	Puyjalon	2020	Smolt	M	non
13083	552	2	Puyjalon	2020	Smolt	M	non
13091	553	1	Romaine	2020	Smolt	F	non
13112	554	1	Romaine	2020	Smolt	M	non
13139	555	2	Puyjalon	2020	Smolt	M	non
13150	556	2	Puyjalon	2020	Smolt	M	non
14002	557	2	Puyjalon	2020	Smolt	F	non
14005	558	2	Puyjalon	2020	Smolt	M	non
