ID	Origin	Stage	Year	Sex	Population	Assigned	Stocking_Year	Mom	Dad	Cross	Type	AgeRiv	Cohorte	Notes
20ALRO015	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO016	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO017	Alevins	Fry	2020	F	Romaine	oui	2020	14062	14011	1406214011	SSRR	0	2020	
20ALRO018	Alevins	Fry	2020	F	Romaine	oui	2020	13035	14148	1303514148	SSRR	0	2020	
20ALRO019	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO020	Alevins	Fry	2020	F	Romaine	oui	2020	15033	13019	1503313019	SSRR	0	2020	
20ALRO021	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO022	Alevins	Fry	2020	M	Romaine	oui	2020	13093	13070	1309313070	SSRR	0	2020	
20ALRO023	Alevins	Fry	2020	M	Puyjalon	oui	2020	14104	14064	1410414064	SSRR	0	2020	
20ALRO024	Alevins	Fry	2020	M	Romaine	oui	2020	14118	14011	1411814011	SSRR	0	2020	
20ALRO025	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO026	Alevins	Fry	2020	M	Puyjalon	oui	2020	14092	14016	1409214016	LARSA	0	2020	
20ALRO027	Alevins	Fry	2020	F	Romaine	oui	2020	13059	13029	1305913029	LARSA	0	2020	
20ALRO028	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO029	Alevins	Fry	2020	NA	Puyjalon	oui	2020	14078	14156	1407814156	SSRR	0	2020	
20ALRO030	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO031	Alevins	Fry	2020	F	Romaine	oui	2020	13056	13070	NA	SSRR	0	2020	
20ALRO032	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO033	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO034	Alevins	Fry	2020	M	Romaine	oui	2020	13035	13066	1303513066	SSRR	0	2020	
20ALRO035	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO036	Alevins	Fry	2020	F	Romaine	oui	2020	13192	15035	1319215035	LARSA	0	2020	
20ALRO037	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO038	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO039	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO040	Alevins	Fry	2020	NA	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO041	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO042	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO043	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO044	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO045	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO046	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO047	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO048	Alevins	Fry	2020	F	Romaine	oui	2020	13081	14148	1308114148	SSRR	0	2020	
20ALRO049	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO050	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO051	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO052	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO053	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO054	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO055	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO056	Alevins	Fry	2020	NA	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO057	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO058	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO059	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO060	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO061	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO062	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO063	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO064	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO065	Alevins	Fry	2020	NA	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO066	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO067	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO068	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO069	Alevins	Fry	2020	M	Ind	non	NA	NA	NA	NA	W	0	2020	
20ALRO070	Alevins	Fry	2020	NA	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO071	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO072	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO073	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO074	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO075	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO076	Alevins	Fry	2020	F	Ind	non	NA	NA	NA	NA	W	0	2020	
20ALRO077	Alevins	Fry	2020	NA	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO078	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO079	Alevins	Fry	2020	NA	Ind	non	NA	NA	NA	NA	W	0	2020	
20ALRO080	Alevins	Fry	2020	M	Romaine	oui	2020	14096	14034	1409614034	LARSA	0	2020	
20ALRO081	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO082	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO083	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO084	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO085	Alevins	Fry	2020	M	Romaine	oui	2020	13125	14098	1312514098	SSRR	0	2020	
20ALRO086	Alevins	Fry	2020	NA	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO087	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO088	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO089	Alevins	Fry	2020	NA	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO090	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO091	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO092	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO093	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO094	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO095	Alevins	Fry	2020	NA	Ind	non	NA	NA	NA	NA	W	0	2020	
20ALRO096	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO097	Alevins	Fry	2020	M	Romaine	oui	2020	14096	13181	1409613181	LARSA	0	2020	
20ALRO098	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO099	Alevins	Fry	2020	M	Romaine	oui	2020	13059	13029	1305913029	LARSA	0	2020	
20ALRO100	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO101	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO102	Alevins	Fry	2020	M	Ind	non	NA	NA	NA	NA	W	0	2020	
20ALRO103	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO104	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO105	Alevins	Fry	2020	F	Romaine	oui	2020	13056	14147	1305614147	SSRR	0	2020	
20ALRO106	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO107	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO108	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO109	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO110	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO111	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO112	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO113	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO114	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO115	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO116	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO117	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO118	Alevins	Fry	2020	F	Romaine	oui	2020	13167	14128	1316714128	SSRR	0	2020	
20ALRO120	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO121	Alevins	Fry	2020	F	Romaine	oui	2020	13092	14034	1309214034	LARSA	0	2020	
20ALRO122	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO123	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO124	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO125	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO126	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO127	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO128	Alevins	Fry	2020	M	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO129	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO130	Alevins	Fry	2020	M	Romaine	oui	2020	13192	13019	1319213019	LARSA	0	2020	
20ALRO131	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO132	Alevins	Fry	2020	F	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO133	Alevins	Fry	2020	M	Romaine	oui	2020	13125	13126	1312513126	SSRR	0	2020	
20ALRO134	Alevins	Fry	2020	M	Puyjalon	non	NA	NA	NA	NA	W	0	2020	
20ALRO135	Alevins	Fry	2020	M	Romaine	oui	2020	13168	13070	1316813070	SSRR	0	2020	
20ALRO136	Alevins	Fry	2020	F	Romaine	non	NA	NA	NA	NA	W	0	2020	
20ALRO137	Alevins	Fry	2020	M	Romaine	oui	2020	14118	15035	1411815035	SSRR	0	2020	
21ALPU001	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU002	Alevins	Fry	2021	M	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU003	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU004	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU005	Alevins	Fry	2021	M	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU006	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU007	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU008	Alevins	Fry	2021	M	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU009	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU010	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU011	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU012	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	NA	0	2021	No
21ALPU013	Alevins	Fry	2021	M	Puyjalon	oui	2021	14108	14165	1410814165	LARSA	0	2021	
21ALPU014	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	NA	0	2021	No
21ALPU015	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU016	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU017	Alevins	Fry	2021	M	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU018	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU019	Alevins	Fry	2021	M	Puyjalon	non	NA	NA	NA	NA	NA	0	2021	Assigné à un croisement non existant
21ALPU020	Alevins	Fry	2021	F	Puyjalon	oui	2021	14139	14091	1413914091	SSRR	0	2021	
21ALPU021	Alevins	Fry	2021	M	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU022	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU023	Alevins	Fry	2021	M	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALPU024	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALRO001	Alevins	Fry	2021	F	Puyjalon	non	NA	NA	NA	NA	W	0	2021	
21ALRO002	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO003	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO004	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO005	Alevins	Fry	2021	F	Puyjalon	oui	2021	17205	14131	1720514131	LARSA	0	2021	
21ALRO006	Alevins	Fry	2021	F	Romaine	oui	2021	14096	19039	1409619039	LARSA	0	2021	
21ALRO007	Alevins	Fry	2021	M	Puyjalon	oui	2021	17203	14101	1720314101	LARSA	0	2021	
21ALRO008	Alevins	Fry	2021	F	Puyjalon	oui	2021	17210	13077	1721013077	LARSA	0	2021	
21ALRO009	Alevins	Fry	2021	NA	Puyjalon	non	NA	NA	NA	NA	NA	0	2021	Assigné à un croisement non existant
21ALRO010	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO011	Alevins	Fry	2021	M	Romaine	oui	2021	13076	14161	1307614161	SSRR	0	2021	
21ALRO012	Alevins	Fry	2021	NA	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO013	Alevins	Fry	2021	M	Romaine	oui	2021	14122	19T13	1412219T13	SSRR	0	2021	
21ALRO014	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO015	Alevins	Fry	2021	F	Romaine	oui	2021	13076	14161	1307614161	SSRR	0	2021	
21ALRO016	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO017	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO018	Alevins	Fry	2021	F	Romaine	oui	2021	14080	19039	1408019039	LARSA	0	2021	
21ALRO019	Alevins	Fry	2021	NA	Romaine	oui	2021	14080	19039	1408019039	LARSA	0	2021	
21ALRO020	Alevins	Fry	2021	M	Romaine	oui	2021	14133	19T15	1413319T15	LARSA	0	2021	
21ALRO021	Alevins	Fry	2021	M	Romaine	oui	2021	14080	19T13	1408019T13	LARSA	0	2021	
21ALRO022	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO023	Alevins	Fry	2021	F	Romaine	oui	2021	13076	14134	1307614134	SSRR	0	2021	
21ALRO024	Alevins	Fry	2021	M	Romaine	oui	2021	13076	14134	1307614134	SSRR	0	2021	
21ALRO025	Alevins	Fry	2021	M	Puyjalon	oui	2021	14015	14009	1401514009	SSRR	0	2021	
21ALRO026	Alevins	Fry	2021	NA	Romaine	oui	2021	14096	19T19	1409619T19	LARSA	0	2021	
21ALRO027	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO028	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO029	Alevins	Fry	2021	F	Romaine	oui	2021	15033	19050	1503319050	SSRR	0	2021	
21ALRO030	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO031	Alevins	Fry	2021	M	Romaine	oui	2021	14062	19T15	1406219T15	LARSA	0	2021	
21ALRO032	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO033	Alevins	Fry	2021	NA	Puyjalon	oui	2021	14104	14083	1410414083	SSRR	0	2021	
21ALRO034	Alevins	Fry	2021	NA	Romaine	oui	2021	14080	19039	1408019039	LARSA	0	2021	
21ALRO035	Alevins	Fry	2021	F	Romaine	oui	2021	13091	19T15	1309119T15	SSRR	0	2021	
21ALRO036	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO037	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO038	Alevins	Fry	2021	F	Puyjalon	oui	2021	15023	14165	1502314165	LARSA	0	2021	
21ALRO039	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO040	Alevins	Fry	2021	NA	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO041	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO042	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO043	Alevins	Fry	2021	F	Puyjalon	oui	2021	14002	14083	1400214083	LARSA	0	2021	
21ALRO044	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO045	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO046	Alevins	Fry	2021	M	Puyjalon	oui	2021	14002	14159	1400214159	LARSA	0	2021	
21ALRO047	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO048	Alevins	Fry	2021	F	Romaine	oui	2021	15032	19T19	1503219T19	SSRR	0	2021	
21ALRO049	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO050	Alevins	Fry	2021	NA	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO051	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO053	Alevins	Fry	2021	M	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO054	Alevins	Fry	2021	F	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO055	Alevins	Fry	2021	NA	Romaine	non	NA	NA	NA	NA	W	0	2021	
21ALRO056	Alevins	Fry	2021	NA	Romaine	non	NA	NA	NA	NA	W	0	2021	
